TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps
3,Wtmix,27C,s,8,3_8,72,3.561259,5
3,Wtmix,27C,c,9,3_9,72,,
3,Wtmix,27C,s,10,3_10,72,,
3,Wtmix,27C,s,11,3_11,72,1.817095,4
3,Wtmix,27C,s,12,3_12,72,1.907789,4
3,Wtmix,27C,s,13,3_13,72,3.556415,5
3,Wtmix,27C,c,24,3_24,72,,
3,Wtmix,27C,s,25,3_25,72,,
3,Wtmix,27C,s,18,3_18,72,2.021895,4
3,Wtmix,27C,s,17,3_17,72,2.902455,5
3,Wtmix,27C,c,16,3_16,72,5.453977,7
3,Wtmix,27C,c,14,3_14,72,5.094972,7
3,Wtmix,27C,s,15,3_15,72,,
3,Wtmix,27C,c,19,3_19,72,,
3,Wtmix,27C,s,20,3_20,72,4.514481,6
3,Wtmix,27C,s,21,3_21,72,,
3,Wtmix,27C,s,22,3_22,72,2.538067,4
3,Wtmix,27C,s,23,3_23,72,,
3,Wtmix,27C,s,32,3_32,72,2.483166,5
3,Wtmix,27C,s,33,3_33,72,1.510568,4
3,Wtmix,27C,s,34,3_34,72,2.62257,6
3,Wtmix,27C,c,37,3_37,72,,
3,Wtmix,27C,s,35,3_35,72,3.290794,5
3,Wtmix,27C,s,36,3_36,72,,
3,Wtmix,27C,s,38,3_38,72,,
3,Wtmix,27C,s,48,3_48,72,,
3,Wtmix,27C,s,49,3_49,72,2.580588,4
3,Wtmix,27C,s,50,3_50,72,,
3,Wtmix,27C,s,51,3_51,72,,
3,Wtmix,27C,s,52,3_52,72,1.931471,5
3,Wtmix,27C,s,67,3_67,72,,
3,Wtmix,27C,s,70,3_70,72,,
3,Wtmix,27C,s,69,3_69,72,2.598888,2
3,Wtmix,27C,s,68,3_68,72,,
3,Wtmix,27C,s,71,3_71,72,,
3,Wtmix,27C,s,72,3_72,72,1.341023,3
3,Wtmix,27C,c,73,3_73,72,,
3,Wtmix,27C,s,74,3_74,72,1.005969,2
3,Wtmix,27C,c,75,3_75,72,,
3,Wtmix,27C,s,76,3_76,72,,
3,Wtmix,27C,s,77,3_77,72,2.122815,3
3,Wtmix,27C,s,78,3_78,72,,
3,Wtmix,27C,s,82,3_82,72,,
3,Wtmix,27C,s,83,3_83,72,,
3,Wtmix,27C,s,83a,3_83a,72,,
3,Wtmix,27C,s,84,3_84,72,,
3,Wtmix,27C,c,85,3_85,72,,
3,Wtmix,27C,s,79,3_79,72,,
3,Wtmix,27C,s,80,3_80,72,,
3,Wtmix,27C,s,81,3_81,72,1.658315,0
16,Wtmix,27C,s,1,16_1,72,4.230291,7
16,Wtmix,27C,s,2,16_2,72,,
16,Wtmix,27C,s,3,16_3,72,1.459974,2
16,Wtmix,27C,c,4,16_4,72,3.299406,4
16,Wtmix,27C,s,5,16_5,72,3.325242,4
16,Wtmix,27C,s,6,16_6,72,3.37153,4
16,Wtmix,27C,c,22,16_22,72,5.613296,9
16,Wtmix,27C,s,23,16_23,72,2.046385,3
16,Wtmix,27C,s,24,16_24,72,2.474555,5
16,Wtmix,27C,s,25,16_25,72,,
16,Wtmix,27C,s,26,16_26,72,4.431323,5
16,Wtmix,27C,c,27,16_27,72,3.132821,4
16,Wtmix,27C,s,28,16_28,72,2.699269,5
16,Wtmix,27C,c,29,16_29,72,3.220285,5
16,Wtmix,27C,c,30,16_30,72,2.833291,6
16,Wtmix,27C,s,31,16_31,72,4.09896,5
16,Wtmix,27C,s,32,16_32,72,1.354479,3
16,Wtmix,27C,c,33,16_33,72,6.921217,9
16,Wtmix,27C,c,34,16_34,72,4.66142,6
16,Wtmix,27C,s,41,16_41,72,0.963986,3
16,Wtmix,27C,s,42,16_42,72,2.513577,4
16,Wtmix,27C,c,43,16_43,72,5.673848,9
16,Wtmix,27C,c,35,16_35,72,8.516827,9
16,Wtmix,27C,s,44,16_44,72,2.869084,3
16,Wtmix,27C,s,45,16_45,72,4.978443,6
16,Wtmix,27C,s,46,16_46,72,11.754336,9
16,Wtmix,27C,s,47,16_47,72,4.62482,6
16,Wtmix,27C,s,48,16_48,72,3.961978,6
16,Wtmix,27C,s,49,16_49,72,1.990139,5
16,Wtmix,27C,s,50,16_50,72,1.827591,3
16,Wtmix,27C,s,51,16_51,72,3.113175,3
16,Wtmix,27C,s,52,16_52,72,4.816164,6
16,Wtmix,27C,s,53,16_53,72,1.828129,3
16,Wtmix,27C,s,55,16_55,72,2.221044,3
16,Wtmix,27C,s,54,16_54,72,3.263613,5
16,Wtmix,27C,s,56,16_56,72,3.239123,5
16,Wtmix,27C,s,57,16_57,72,3.139818,6
16,Wtmix,27C,s,58,16_58,72,1.591035,3
16,Wtmix,27C,s,61,16_61,72,1.064099,4
16,Wtmix,27C,s,62,16_62,72,2.123084,4
16,Wtmix,27C,s,63,16_63,72,,
16,Wtmix,27C,s,64,16_64,72,2.424229,3
16,Wtmix,27C,c,65,16_65,72,8.207878,10
16,Wtmix,27C,s,66,16_66,72,2.251454,4
16,Wtmix,27C,s,7,16_7,72,,
16,Wtmix,27C,s,8,16_8,72,,
16,Wtmix,27C,c,9,16_9,72,2.477515,5
16,Wtmix,27C,s,10,16_10,72,,
16,Wtmix,27C,c,11,16_11,72,1.422835,3
16,Wtmix,27C,c,12,16_12,72,,
16,Wtmix,27C,c,13,16_13,72,,
16,Wtmix,27C,s,14,16_14,72,1.936315,4
16,Wtmix,27C,c,15,16_15,72,,
16,Wtmix,27C,s,16,16_16,72,2.535645,4
16,Wtmix,27C,s,17,16_17,72,3.157849,5
16,Wtmix,27C,s,18,16_18,72,2.967582,6
16,Wtmix,27C,c,19,16_19,72,1.151563,3
16,Wtmix,27C,s,20,16_20,72,,
16,Wtmix,27C,s,21,16_21,72,,
16,Wtmix,27C,s,36,16_36,72,3.440156,6
16,Wtmix,27C,s,37,16_37,72,,
16,Wtmix,27C,s,38a,16_38a,72,,
16,Wtmix,27C,s,38,16_38,72,1.299309,2
16,Wtmix,27C,s,38b,16_38b,72,,
16,Wtmix,27C,s,39,16_39,72,,
16,Wtmix,27C,c,40a,16_40a,72,,
16,Wtmix,27C,c,40,16_40,72,,
16,Wtmix,27C,s,59,16_59,72,,
16,Wtmix,27C,s,60,16_60,72,,
16,Wtmix,27C,s,69,16_69,72,,
16,Wtmix,27C,s,70,16_70,72,,
16,Wtmix,27C,c,71,16_71,72,,
16,Wtmix,27C,s,72,16_72,72,,
16,Wtmix,27C,s,67,16_67,72,,
16,Wtmix,27C,s,68,16_68,72,3.060966,4
16,Wtmix,27C,s,73,16_73,72,2.367983,4
16,Wtmix,27C,s,74,16_74,72,2.319542,3
16,Wtmix,27C,s,75,16_75,72,4.507753,6
16,Wtmix,27C,s,76,16_76,72,1.873341,3
16,Wtmix,27C,s,77,16_77,72,6.533147,8
16,Wtmix,27C,s,78,16_78,72,,
16,Wtmix,27C,s,79,16_79,72,1.790183,2
16,Wtmix,27C,s,80,16_80,72,,
16,Wtmix,27C,s,81,16_81,72,2.118778,4
16,Wtmix,27C,s,88,16_88,72,2.334881,4
16,Wtmix,27C,s,82,16_82,72,,
16,Wtmix,27C,s,83,16_83,72,,
16,Wtmix,27C,s,84,16_84,72,,
16,Wtmix,27C,s,85,16_85,72,,
16,Wtmix,27C,s,86,16_86,72,,
16,Wtmix,27C,s,87,16_87,72,,
22,Wtmix,27C,s,1,22_1,72,2.36583,5
22,Wtmix,27C,s,2,22_2,72,0.372731,1
22,Wtmix,27C,c,3,22_3,72,3.147353,5
22,Wtmix,27C,s,4,22_4,72,2.741521,5
22,Wtmix,27C,c,5,22_5,72,3.058275,6
22,Wtmix,27C,s,6,22_6,72,2.570162,4
22,Wtmix,27C,s,18,22_18,72,,
22,Wtmix,27C,s,19,22_19,72,1.924205,4
22,Wtmix,27C,s,20,22_20,72,1.585653,3
22,Wtmix,27C,c,21,22_21,72,2.763051,6
22,Wtmix,27C,c,22,22_22,72,8.036987,10
22,Wtmix,27C,s,23,22_23,72,4.395261,6
22,Wtmix,27C,s,24,22_24,72,2.068184,4
22,Wtmix,27C,s,25,22_25,72,2.6075,4
22,Wtmix,27C,c,26,22_26,72,7.315747,8
22,Wtmix,27C,s,27,22_27,72,2.418342,6
22,Wtmix,27C,s,28,22_28,72,1.438246,2
22,Wtmix,27C,s,33,22_33,72,1.943851,3
22,Wtmix,27C,s,34,22_34,72,2.327884,4
22,Wtmix,27C,s,35,22_35,72,1.084014,2
22,Wtmix,27C,s,36,22_36,72,3.054507,5
22,Wtmix,27C,s,36a,22_36a,72,1.692224,3
22,Wtmix,27C,s,37,22_37,72,3.290794,4
22,Wtmix,27C,s,38,22_38,72,3.705238,5
22,Wtmix,27C,s,39,22_39,72,2.569016,4
22,Wtmix,27C,s,47,22_47,72,2.047193,4
22,Wtmix,27C,s,48,22_48,72,2.768164,5
22,Wtmix,27C,s,49,22_49,72,1.485809,2
22,Wtmix,27C,s,50,22_50,72,2.773546,4
22,Wtmix,27C,s,51,22_51,72,2.734793,4
22,Wtmix,27C,s,52,22_52,72,,
22,Wtmix,27C,s,53,22_53,72,4.778487,7
22,Wtmix,27C,s,54,22_54,72,2.294787,6
22,Wtmix,27C,s,47a,22_47a,72,2.261412,3
22,Wtmix,27C,s,7,22_7,72,2.216455,4
22,Wtmix,27C,c,8,22_8,72,10.236501,13
22,Wtmix,27C,s,9,22_9,72,4.385264,7
22,Wtmix,27C,s,10,22_10,72,1.480508,3
22,Wtmix,27C,s,11,22_11,72,3.415666,6
22,Wtmix,27C,s,12,22_12,72,3.385518,5
22,Wtmix,27C,s,13,22_13,72,,
22,Wtmix,27C,s,14,22_14,72,,
22,Wtmix,27C,s,15,22_15,72,0.597318,1
22,Wtmix,27C,s,16,22_16,72,,
22,Wtmix,27C,s,17,22_17,72,,
22,Wtmix,27C,c,30,22_30,72,,
22,Wtmix,27C,c,31,22_31,72,,
22,Wtmix,27C,s,32,22_32,72,,
22,Wtmix,27C,s,40,22_40,72,,
22,Wtmix,27C,c,41,22_41,72,,
22,Wtmix,27C,c,42,22_42,72,7.115052,7
22,Wtmix,27C,s,43,22_43,72,,
22,Wtmix,27C,s,44,22_44,72,,
22,Wtmix,27C,s,45,22_45,72,,
22,Wtmix,27C,s,46,22_46,72,,
22,Wtmix,27C,s,55,22_55,72,0.955601,3
22,Wtmix,27C,s,56,22_56,72,,
22,Wtmix,27C,s,57,22_57,72,,
22,Wtmix,27C,s,58,22_58,72,,
22,Wtmix,27C,s,29,22_29,72,,
22,Wtmix,27C,s,59,22_59,72,,
22,Wtmix,27C,s,60,22_60,72,2.996279,5
22,Wtmix,27C,s,61,22_61,72,2.954555,4
22,Wtmix,27C,s,62,22_62,72,,
22,Wtmix,27C,s,63,22_63,72,,
22,Wtmix,27C,s,64,22_64,72,0.644694,1
22,Wtmix,27C,s,70,22_70,72,1.359375,3
22,Wtmix,27C,c,71,22_71,72,1.286965,4
22,Wtmix,27C,s,72,22_72,72,3.864395,6
22,Wtmix,27C,s,73,22_73,72,,
22,Wtmix,27C,s,74,22_74,72,,
22,Wtmix,27C,s,65,22_65,72,1.95104,3
22,Wtmix,27C,s,66,22_66,72,,
22,Wtmix,27C,s,67,22_67,72,,
22,Wtmix,27C,s,68,22_68,72,,
22,Wtmix,27C,s,69,22_69,72,,
22,Wtmix,27C,s,75,22_75,72,,
22,Wtmix,27C,s,76,22_76,72,,
22,Wtmix,27C,s,77,22_77,72,,
19,31mix,31C,s,1,19_1,72,3.018983,5
19,31mix,31C,s,2,19_2,72,1.788838,5
19,31mix,31C,s,3,19_3,72,3.528696,6
19,31mix,31C,s,4,19_4,72,0.825121,1
19,31mix,31C,s,5,19_5,72,1.144296,3
19,31mix,31C,s,6,19_6,72,1.659391,5
19,31mix,31C,s,16,19_16,72,1.099084,3
19,31mix,31C,s,17,19_17,72,,
19,31mix,31C,c,18,19_18,72,1.441674,4
19,31mix,31C,s,19,19_19,72,2.699808,5
19,31mix,31C,c,20,19_20,72,2.237729,4
19,31mix,31C,s,20a,19_20a,72,0.870333,1
19,31mix,31C,s,21,19_21,72,2.629298,4
19,31mix,31C,s,22,19_22,72,0.948377,1
19,31mix,31C,c,35,19_35,72,2.100478,4
19,31mix,31C,s,36,19_36,72,3.332777,6
19,31mix,31C,s,37,19_37,72,3.36534,7
19,31mix,31C,s,38,19_38,72,2.492855,7
19,31mix,31C,s,39,19_39,72,1.628712,3
19,31mix,31C,s,40,19_40,72,3.220285,4
19,31mix,31C,s,41,19_41,72,1.605298,5
19,31mix,31C,s,42,19_42,72,2.228041,5
19,31mix,31C,s,43,19_43,72,1.122498,2
19,31mix,31C,s,44,19_44,72,1.13407,3
19,31mix,31C,s,50,19_50,72,2.994494,4
19,31mix,31C,s,51,19_51,72,0.963986,1
19,31mix,31C,s,52,19_52,72,,
19,31mix,31C,s,53,19_53,72,3.928608,7
19,31mix,31C,s,54,19_54,72,1.557933,3
19,31mix,31C,c,55,19_55,72,3.352423,7
19,31mix,31C,c,56,19_56,72,3.776286,7
19,31mix,31C,s,57,19_57,72,0.994666,2
19,31mix,31C,s,7,19_7,72,,
19,31mix,31C,s,8,19_8,72,0.994397,2
19,31mix,31C,s,9,19_9,72,0.91716,3
19,31mix,31C,s,10,19_10,72,,
19,31mix,31C,s,11,19_11,72,,
19,31mix,31C,s,12,19_12,72,,
19,31mix,31C,s,13,19_13,72,,
19,31mix,31C,s,14,19_14,72,,
19,31mix,31C,c,15,19_15,72,,
19,31mix,31C,s,23,19_23,72,1.147526,5
19,31mix,31C,s,24,19_24,72,,
19,31mix,31C,s,25,19_25,72,,
19,31mix,31C,s,26,19_26,72,,
19,31mix,31C,s,27,19_27,72,,
19,31mix,31C,c,28,19_28,72,,
19,31mix,31C,s,29,19_29,72,,
19,31mix,31C,s,30,19_30,72,,
19,31mix,31C,c,31,19_31,72,,
19,31mix,31C,c,33,19_33,72,,
19,31mix,31C,s,34,19_34,72,,
19,31mix,31C,c,45,19_45,72,,
19,31mix,31C,s,46,19_46,72,2.486665,4
19,31mix,31C,s,47,19_47,72,0.884596,2
19,31mix,31C,s,48,19_48,72,,
19,31mix,31C,s,49,19_49,72,,
19,31mix,31C,s,58,19_58,72,1.811982,3
19,31mix,31C,s,59,19_59,72,,
19,31mix,31C,c,60,19_60,72,,
19,31mix,31C,s,61,19_61,72,1.375201,5
19,31mix,31C,s,62,19_62,72,2.955202,6
19,31mix,31C,s,63,19_63,72,,
19,31mix,31C,s,64,19_64,72,1.08213,3
19,31mix,31C,s,65,19_65,72,1.429832,4
19,31mix,31C,c,66,19_66,72,2.814183,6
19,31mix,31C,s,67,19_67,72,,
19,31mix,31C,s,68,19_68,72,1.444365,2
19,31mix,31C,s,69,19_69,72,2.421807,6
19,31mix,31C,s,70,19_70,72,,
19,31mix,31C,s,71,19_71,72,,
19,31mix,31C,s,72,19_72,72,1.030728,4
19,31mix,31C,s,73,19_73,72,1.398614,3
19,31mix,31C,s,74,19_74,72,,
19,31mix,31C,s,75,19_75,72,2.76036,5
19,31mix,31C,s,76,19_76,72,1.274012,5
19,31mix,31C,s,77,19_77,72,1.334295,4
19,31mix,31C,s,84,19_84,72,1.193276,2
19,31mix,31C,s,85,19_85,72,2.467019,5
19,31mix,31C,s,87,19_87,72,2.196016,3
19,31mix,31C,s,88,19_88,72,1.161251,3
19,31mix,31C,s,89,19_89,72,0.744654,2
19,31mix,31C,s,90,19_90,72,0.874639,3
19,31mix,31C,s,91,19_91,72,,
19,31mix,31C,s,99,19_99,72,,
19,31mix,31C,s,100,19_100,72,1.918015,4
19,31mix,31C,s,102,19_102,72,,
19,31mix,31C,c,103,19_103,72,,
19,31mix,31C,c,104,19_104,72,,
19,31mix,31C,c,105,19_105,72,,
19,31mix,31C,s,106,19_106,72,,
19,31mix,31C,s,107,19_107,72,1.427679,3
19,31mix,31C,s,108,19_108,72,2.080025,5
19,31mix,31C,s,109,19_109,72,,
19,31mix,31C,s,86,19_86,72,,
19,31mix,31C,s,78,19_78,72,1.982066,4
19,31mix,31C,s,79,19_79,72,1.494421,4
19,31mix,31C,s,80,19_80,72,1.324337,3
19,31mix,31C,s,81,19_81,72,,
19,31mix,31C,s,82,19_82,72,,
19,31mix,31C,s,83,19_83,72,,
19,31mix,31C,s,92,19_92,72,1.654278,4
19,31mix,31C,c,93,19_93,72,2.061725,5
19,31mix,31C,s,94,19_94,72,1.059524,3
19,31mix,31C,s,95,19_95,72,,
19,31mix,31C,s,96,19_96,72,,
19,31mix,31C,c,97,19_97,72,,
19,31mix,31C,s,110,19_110,72,,
19,31mix,31C,s,111,19_111,72,1.614717,4
19,31mix,31C,s,112,19_112,72,0.79794,2
19,31mix,31C,c,113,19_113,72,2.476169,4
19,31mix,31C,s,114,19_114,72,,
19,31mix,31C,s,115,19_115,72,2.759552,4
19,31mix,31C,s,116,19_116,72,,
19,31mix,31C,s,117,19_117,72,,
19,31mix,31C,s,118,19_118,72,,
19,31mix,31C,c,119,19_119,72,,
19,31mix,31C,s,120,19_120,72,,
31,31mix,31C,s,1,31_1,72,,
31,31mix,31C,s,2,31_2,72,,
31,31mix,31C,s,3,31_3,72,,
31,31mix,31C,s,4,31_4,72,1.981189,6
31,31mix,31C,s,5,31_5,72,,
31,31mix,31C,s,6,31_6,72,,
31,31mix,31C,c,7,31_7,72,,
31,31mix,31C,s,8,31_8,72,1.94458,4
31,31mix,31C,s,16,31_16,72,,
31,31mix,31C,s,17,31_17,72,,
31,31mix,31C,s,18,31_18,72,2.765858,5
31,31mix,31C,s,19,31_19,72,1.310384,3
31,31mix,31C,c,21,31_21,72,3.037464,6
31,31mix,31C,s,22,31_22,72,1.92143,3
31,31mix,31C,s,23,31_23,72,1.046315,2
31,31mix,31C,c,24,31_24,72,1.469471,4
31,31mix,31C,s,29,31_29,72,1.200019,2
31,31mix,31C,s,30,31_30,72,1.490468,2
31,31mix,31C,c,31,31_31,72,3.377711,6
31,31mix,31C,s,32,31_32,72,1.079963,2
31,31mix,31C,s,33,31_33,72,,
31,31mix,31C,c,34a,31_34a,72,5.330636,7
31,31mix,31C,s,34b,31_34b,72,1.16018,1
31,31mix,31C,s,35,31_35,72,0.920338,2
31,31mix,31C,s,36,31_36,72,1.800836,4
31,31mix,31C,s,37,31_37,72,1.103113,3
31,31mix,31C,s,38,31_38,72,1.983611,5
31,31mix,31C,s,39,31_39,72,0.708221,2
31,31mix,31C,s,40,31_40,72,0.760173,2
31,31mix,31C,c,41,31_41,72,2.057637,2
31,31mix,31C,s,20,31_20,72,,
31,31mix,31C,c,42,31_42,72,1.387101,3
31,31mix,31C,s,43,31_43,72,1.699354,5
31,31mix,31C,c,44,31_44,72,3.684875,7
31,31mix,31C,c,45a,31_45a,72,4.302894,7
31,31mix,31C,s,45b,31_45b,72,1.48643,2
31,31mix,31C,s,56,31_56,72,,
31,31mix,31C,s,57,31_57,72,1.086154,1
31,31mix,31C,s,58,31_58,72,,
31,31mix,31C,s,59,31_59,72,,
31,31mix,31C,s,60,31_60,72,1.482661,4
31,31mix,31C,s,61,31_61,72,1.176062,4
31,31mix,31C,c,62,31_62,72,1.230975,3
31,31mix,31C,s,63,31_63,72,1.403252,3
31,31mix,31C,s,64,31_64,72,2.486715,4
31,31mix,31C,s,65,31_65,72,,
31,31mix,31C,s,66,31_66,72,2.882145,5
31,31mix,31C,s,9,31_9,72,1.797337,3
31,31mix,31C,c,10,31_10,72,4.084856,6
31,31mix,31C,s,11,31_11,72,,
31,31mix,31C,s,12,31_12,72,,
31,31mix,31C,s,13,31_13,72,,
31,31mix,31C,s,14,31_14,72,,
31,31mix,31C,s,15,31_15,72,,
31,31mix,31C,s,25,31_25,72,,
31,31mix,31C,s,26,31_26,72,,
31,31mix,31C,s,27,31_27,72,,
31,31mix,31C,c,28,31_28,72,,
31,31mix,31C,s,46,31_46,72,1.085347,3
31,31mix,31C,s,47,31_47,72,,
31,31mix,31C,s,48,31_48,72,,
31,31mix,31C,s,49,31_49,72,,
31,31mix,31C,s,50,31_50,72,,
31,31mix,31C,s,51,31_51,72,0.67565,3
31,31mix,31C,s,52,31_52,72,0.963407,2
31,31mix,31C,s,53,31_53,72,,
31,31mix,31C,c,54,31_54,72,,
31,31mix,31C,s,55,31_55,72,,
31,31mix,31C,s,67,31_67,72,,
31,31mix,31C,s,68,31_68,72,0.985749,3
31,31mix,31C,s,69,31_69,72,,
31,31mix,31C,s,70,31_70,72,3.446892,5
31,31mix,31C,s,71,31_71,72,0.62612,1
31,31mix,31C,c,72,31_72,72,8.098647,11
31,31mix,31C,c,73,31_73,72,2.439608,4
31,31mix,31C,s,75,31_75,72,,
31,31mix,31C,s,76,31_76,72,1.931659,5
31,31mix,31C,s,77,31_77,72,1.083193,1
31,31mix,31C,s,78,31_78,72,1.920353,5
31,31mix,31C,s,79,31_79,72,,
31,31mix,31C,c,80,31_80,72,2.767204,5
31,31mix,31C,s,81,31_81,72,,
31,31mix,31C,s,82,31_82,72,2.004338,5
31,31mix,31C,s,94,31_94,72,1.719273,4
31,31mix,31C,c,95,31_95,72,4.583383,8
31,31mix,31C,s,96,31_96,72,0.683725,2
31,31mix,31C,s,97,31_97,72,,
31,31mix,31C,s,98,31_98,72,0.839852,1
31,31mix,31C,c,99,31_99,72,3.737879,6
31,31mix,31C,s,100,31_100,72,1.20971,2
31,31mix,31C,s,101,31_101,72,2.317937,5
31,31mix,31C,s,102,31_102,72,,
31,31mix,31C,s,110,31_110,72,,
31,31mix,31C,s,111,31_111,72,1.691817,4
31,31mix,31C,c,112,31_112,72,3.100722,8
31,31mix,31C,s,113,31_113,72,,
31,31mix,31C,s,114,31_114,72,,
31,31mix,31C,s,115,31_115,72,,
31,31mix,31C,s,116,31_116,72,,
31,31mix,31C,s,117,31_117,72,,
31,31mix,31C,c,118,31_118,72,,
31,31mix,31C,s,119,31_119,72,,
31,31mix,31C,c,120,31_120,72,1.67755,3
31,31mix,31C,s,83,31_83,72,0.617237,1
31,31mix,31C,s,84,31_84,72,1.238512,3
31,31mix,31C,s,85,31_85,72,,
31,31mix,31C,s,86,31_86,72,,
31,31mix,31C,s,87,31_87,72,,
31,31mix,31C,s,88,31_88,72,,
31,31mix,31C,c,89,31_89,72,,
31,31mix,31C,s,90,31_90,72,,
31,31mix,31C,s,91,31_91,72,,
31,31mix,31C,s,92,31_92,72,,
31,31mix,31C,s,93,31_93,72,,
31,31mix,31C,s,87a,31_87a,72,,
31,31mix,31C,s,103,31_103,72,1.264085,1
31,31mix,31C,s,104,31_104,72,,
31,31mix,31C,s,105,31_105,72,,
31,31mix,31C,s,106,31_106,72,,
31,31mix,31C,s,107,31_107,72,,
31,31mix,31C,s,108,31_108,72,,
31,31mix,31C,s,109,31_109,72,,
31,31mix,31C,s,121,31_121,72,,
31,31mix,31C,s,122,31_122,72,2.541897,6
34,31mix,31C,s,1,34_1,72,0.750059,3
34,31mix,31C,s,2,34_2,72,,
34,31mix,31C,s,3,34_3,72,,
34,31mix,31C,c,4,34_4,72,3.986073,7
34,31mix,31C,s,5,34_5,72,1.652853,5
34,31mix,31C,c,6,34_6,72,5.971366,7
34,31mix,31C,s,7,34_7,72,2.191432,3
34,31mix,31C,s,13,34_13,72,,
34,31mix,31C,s,14,34_14,72,1.566072,4
34,31mix,31C,s,16,34_16,72,2.328948,3
34,31mix,31C,s,17,34_17,72,,
34,31mix,31C,s,18b,34_18b,72,,
34,31mix,31C,s,18a,34_18a,72,1.073153,2
34,31mix,31C,s,20,34_20,72,2.684351,4
34,31mix,31C,c,21,34_21,72,1.548181,3
34,31mix,31C,s,22,34_22,72,1.393577,3
34,31mix,31C,s,23,34_23,72,,
34,31mix,31C,s,24,34_24,72,,
34,31mix,31C,s,25,34_25,72,0.528966,1
34,31mix,31C,c,26,34_26,72,1.504657,4
34,31mix,31C,s,33,34_33,72,,
34,31mix,31C,c,34,34_34,72,2.051514,5
34,31mix,31C,c,35,34_35,72,,
34,31mix,31C,s,36,34_36,72,2.295036,4
34,31mix,31C,s,37,34_37,72,2.870998,5
34,31mix,31C,s,38,34_38,72,,
34,31mix,31C,s,39,34_39,72,,
34,31mix,31C,s,40,34_40,72,0.897721,3
34,31mix,31C,s,41,34_41,72,,
34,31mix,31C,s,42,34_42,72,1.191176,2
34,31mix,31C,s,43,34_43,72,1.653387,4
34,31mix,31C,s,44,34_44,72,1.473416,5
34,31mix,31C,s,45,34_45,72,,
34,31mix,31C,s,46,34_46,72,1.182631,4
34,31mix,31C,s,47,34_47,72,0.700126,1
34,31mix,31C,s,48,34_48,72,1.987429,4
34,31mix,31C,s,59,34_59,72,,
34,31mix,31C,s,60,34_60,72,2.338827,4
34,31mix,31C,s,61,34_61,72,1.432295,3
34,31mix,31C,s,62,34_62,72,1.17649,2
34,31mix,31C,s,63,34_63,72,1.740436,4
34,31mix,31C,s,64,34_64,72,1.444845,3
34,31mix,31C,s,65,34_65,72,,
34,31mix,31C,s,66,34_66,72,1.27235,3
34,31mix,31C,s,67,34_67,72,2.988487,7
34,31mix,31C,s,68,34_68,72,,
34,31mix,31C,s,69,34_69,72,,
34,31mix,31C,s,19,34_19,72,1.926816,4
34,31mix,31C,s,8,34_8,72,,
34,31mix,31C,s,9,34_9,72,,
34,31mix,31C,s,10,34_10,72,,
34,31mix,31C,c,11,34_11,72,,
34,31mix,31C,s,12,34_12,72,,
34,31mix,31C,s,27,34_27,72,1.21414,3
34,31mix,31C,s,28,34_28,72,0.699859,1
34,31mix,31C,s,29,34_29,72,1.489971,2
34,31mix,31C,s,30,34_30,72,,
34,31mix,31C,s,31,34_31,72,0.618151,2
34,31mix,31C,s,32,34_32,72,1.000791,2
34,31mix,31C,s,49,34_49,72,,
34,31mix,31C,s,50,34_50,72,,
34,31mix,31C,s,51,34_51,72,,
34,31mix,31C,s,52,34_52,72,,
34,31mix,31C,c,53,34_53,72,,
34,31mix,31C,s,54,34_54,72,,
34,31mix,31C,s,55,34_55,72,,
34,31mix,31C,s,56,34_56,72,,
34,31mix,31C,s,57,34_57,72,,
34,31mix,31C,s,58,34_58,72,,
34,31mix,31C,s,71,34_71,72,0.801327,2
34,31mix,31C,s,70,34_70,72,,
34,31mix,31C,s,80,34_80,72,,
34,31mix,31C,s,81,34_81,72,,
34,31mix,31C,s,82,34_82,72,2.564459,4
34,31mix,31C,s,83a,34_83a,72,,
34,31mix,31C,s,83b,34_83b,72,,
34,31mix,31C,s,84,34_84,72,,
34,31mix,31C,s,85,34_85,72,,
34,31mix,31C,c,86,34_86,72,2.14417,6
34,31mix,31C,c,87,34_87,72,3.027739,5
34,31mix,31C,s,88,34_88,72,,
34,31mix,31C,s,89,34_89,72,0.904129,3
34,31mix,31C,c,90,34_90,72,,
34,31mix,31C,s,91,34_91,72,,
34,31mix,31C,c,92,34_92,72,1.755656,6
34,31mix,31C,c,93,34_93,72,1.887564,4
34,31mix,31C,c,94,34_94,72,6.317157,9
34,31mix,31C,s,95,34_95,72,,
34,31mix,31C,s,96,34_96,72,2.039498,5
34,31mix,31C,s,97,34_97,72,,
34,31mix,31C,s,98,34_98,72,,
34,31mix,31C,s,99,34_99,72,,
34,31mix,31C,s,100,34_100,72,1.469411,3
34,31mix,31C,s,101,34_101,72,,
34,31mix,31C,s,102,34_102,72,,
34,31mix,31C,s,111,34_111,72,,
34,31mix,31C,c,112,34_112,72,,
34,31mix,31C,s,113,34_113,72,,
34,31mix,31C,s,114,34_114,72,1.522281,4
34,31mix,31C,c,115,34_115,72,2.989021,4
34,31mix,31C,c,116,34_116,72,,
34,31mix,31C,s,117,34_117,72,,
34,31mix,31C,s,118,34_118,72,,
34,31mix,31C,s,128,34_128,72,,
34,31mix,31C,s,129,34_129,72,,
34,31mix,31C,s,103,34_103,72,,
34,31mix,31C,c,104,34_104,72,,
